id,weight23,E23,inch_norm23,hours_norm23,weight24,E24,inch_norm24,hours_norm24,weight25,E25,inch_norm25,hours_norm25,weight26,E26,inch_norm26,hours_norm26,weight27,E27,inch_norm27,hours_norm27,weight28,E28,inch_norm28,hours_norm28,weight29,E29,inch_norm29,hours_norm29,weight30,E30,inch_norm30,hours_norm30,weight31,E31,inch_norm31,hours_norm31,weight32,E32,inch_norm32,hours_norm32,weight33,E33,inch_norm33,hours_norm33,weight34,E34,inch_norm34,hours_norm34,weight35,E35,inch_norm35,hours_norm35,weight36,E36,inch_norm36,hours_norm36,weight37,E37,inch_norm37,hours_norm37,weight38,E38,inch_norm38,hours_norm38,weight39,E39,inch_norm39,hours_norm39,weight40,E40,inch_norm40,hours_norm40,weight41,E41,inch_norm41,hours_norm41,weight42,E42,inch_norm42,hours_norm42,weight43,E43,inch_norm43,hours_norm43,weight44,E44,inch_norm44,hours_norm44,weight45,E45,inch_norm45,hours_norm45,weight46,E46,inch_norm46,hours_norm46,weight47,E47,inch_norm47,hours_norm47,weight48,E48,inch_norm48,hours_norm48,weight49,E49,inch_norm49,hours_norm49,weight50,E50,inch_norm50,hours_norm50,weight51,E51,inch_norm51,hours_norm51,weight52,E52,inch_norm52,hours_norm52,weight53,E53,inch_norm53,hours_norm53,weight54,E54,inch_norm54,hours_norm54,black
163,421186,1,.7031661,.3897665,422008,1,1.653774,.2032967,438628,1,1.416638,.3021978,431651,1,1.290557,.3863324,430047,1,1.305116,.4464286,438301,1,1.170969,.4335508,432497,1,1.260698,.3434066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
195,566706,1,.9124299,.2008929,563445,1,1.238673,.4369849,578661,1,1.088653,.5133929,588413,1,1.251382,.4721841,598500,1,1.788982,.4464286,620133,1,1.65998,.4464286,608364,1,1.646753,.4756181,616401,1,1.779992,.4962225,639698,1,2.043381,.4498627,634228,1,.1212209,.5357143,633490,1,2.11513,.5013736,648989,1,2.220957,.467033,648408,1,,,669669,1,1.809286,.4464286,669669,1,,,721182,1,3.043769,.4464286,721182,1,,,721315,1,3.895931,.4910714,721315,1,,,775763,1,3.667347,.5357143,775763,1,,,766936,1,4.773213,.4464286,766936,1,,,788192,1,4.730935,.4464286,788192,1,,,,,,,,,,,788953,1,.9619133,.3571429,788953,1,,,789638,1,2.201833,.4464286,789638,1,,,796254,1,,.4962225,0
201,676726,1,.6121349,.3214286,689027,0,,,680968,1,.7843173,.2103365,684020,1,.7648446,.3125,705112,1,.7581569,.3743132,692406,1,.8867705,.3708791,724469,1,.914028,.4266827,727549,1,1.010756,.5133929,718312,1,1.52712,.5128778,711346,1,1.866537,.4732143,709203,1,1.913388,.4804258,725891,1,1.885306,.518544,728571,1,1.845288,.5746909,738607,1,1.87376,.5535714,757897,1,,,758597,1,2.505824,.5357143,758597,1,,,811107,1,4.522171,.3004808,811107,1,,,843060,1,,,843060,1,,,843060,1,4.000742,.4910714,843060,1,,,917281,1,5.515713,.3863324,917281,0,,,,,,,,,,,944972,1,.1658818,.4285714,944972,1,,,923890,1,.427517,.3214286,923890,1,,,1063798,1,.2096983,.3125,0
246,632183,1,,,630886,1,.5571536,.3803228,628576,1,.8310129,.4292583,624488,1,1.427642,.6438874,640455,1,.7958949,.6799451,646105,1,.8404092,.625,641799,1,.6330513,.6447459,637316,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
274,130725,0,,,134849,1,.4159263,.3377404,137322,1,.315111,.2822802,140231,1,.3764633,.2929258,142093,1,.3890929,.6301511,141758,1,.9388337,.3571429,144448,1,.9988136,.3571429,145989,1,1.079928,.3228022,451793,1,1.228237,.2467376,436882,1,.6483411,.486092,422924,1,1.009302,.3791209,422924,1,,,469416,1,1.002149,.3571429,469416,1,,,451793,1,.4162059,.2206387,451793,1,,,500574,1,.3585203,.2961882,500574,1,,,521450,1,1.024006,.1991758,521450,1,,,526949,1,.8974467,.3571429,526949,0,,,500214,1,1.009263,.3365385,500214,1,,,502648,1,.9156675,.3571429,502648,1,,,487573,1,.4246938,.1456044,487573,1,,,676306,1,.5997373,.2403846,676306,0,,,783415,1,,.3554258,783415,0,,,0
364,572130,1,.3821388,.299794,568836,1,.4366606,.3897665,584198,1,.6674696,.4464286,594044,1,.7540565,.4543269,604228,1,.8133516,.4464286,626068,1,.9766408,.4781937,614186,1,1.090683,.4914148,622300,1,.8536342,.5571772,645820,1,.8225003,.5898008,640298,1,.9077603,.5961539,639552,1,1.18629,.4781937,655199,1,1.086842,.4975962,654614,1,,,676078,1,.9208938,.5357143,676078,1,,,728084,1,1.295921,.4464286,728084,1,,,728218,1,1.531703,.4910714,728218,1,,,783187,1,1.450363,.4017857,783187,1,,,774275,1,2.094042,.2678571,774275,1,,,795735,1,1.502872,.4017857,795735,1,,,761582,1,,,761582,1,,,796503,1,1.5117,.3863324,796503,1,,,797195,1,.9800313,.6071429,797195,1,,,803874,1,.8751253,.7230425,0
408,531066,1,1.304115,.4285714,522621,1,1.378726,.4285714,536372,1,1.491456,.3155906,558468,1,.9396673,.5453297,552859,1,.991042,.5030907,552915,1,1.154185,.4120879,559590,1,.9926562,.4773352,558380,1,1.454651,.3571429,559254,1,1.529545,.3571429,560634,1,1.535033,.3722527,561264,1,,,585458,1,1.652192,.3571429,585458,1,,,592046,1,1.51705,.3571429,592046,1,,,651725,1,1.238877,.4285714,651725,1,,,647791,1,1.255122,.4642857,647791,1,,,665053,1,1.570532,.3571429,665053,1,,,698193,1,1.437121,.3571429,698193,1,,,654764,1,1.958302,.2541209,654764,1,,,662513,1,1.842823,.260989,662513,1,,,663982,1,1.394494,.3571429,663982,1,,,728142,1,1.689029,.206044,728142,1,,,733980,1,,.1785714,0
409,164002,1,.3820212,.2434753,166984,1,.4841875,.2678571,165030,1,,.301511,165770,1,.3317668,.4460852,170881,1,,.4429945,167802,1,.7190031,.3811813,175572,1,.895117,.3605769,176319,1,.8599644,.4223901,174081,1,.9116965,.4375,172392,1,1.022911,.4649725,171873,1,1.467589,.3932005,787186,1,1.458929,.3794643,725382,1,1.384712,.3880495,756649,1,1.493441,.3621223,759924,1,,,799401,1,1.757523,.4017857,799401,1,,,884311,1,3.043769,.4464286,884311,1,,,911453,1,1.168742,.6284341,911453,1,,,826783,1,2.330941,.3571429,826783,1,,,1001109,1,1.352673,.5923764,1001109,1,,,998842,1,5.913668,.3571429,998842,1,,,1040959,1,2.689497,.4017857,1040959,1,,,1014211,1,3.131605,.3571429,1014211,1,,,1085114,1,2.568805,.3571429,0
424,648149,1,1.026717,.3571429,659931,1,1.31525,.3571429,652212,1,1.348072,.3571429,655135,1,1.515588,.3571429,675337,1,1.564938,.3571429,663167,1,1.281554,.3571429,693875,1,1.24262,.3571429,696826,1,1.561934,.3571429,687979,1,2.087073,.2747253,681307,1,2.885462,.1813187,679254,1,1.358312,.3571429,695237,1,1.27282,.3571429,697804,1,1.45895,.3571429,707416,1,1.228553,.3571429,725892,1,,,726562,1,1.191745,.3571429,726562,1,,,776855,1,1.337061,.3571429,776855,1,,,785135,1,1.065434,.3571429,785135,1,,,807459,1,1.18878,.3571429,807459,1,,,878545,1,1.121808,.3571429,878545,1,,,908770,1,1.141243,.3571429,908770,1,,,,,,,1045903,1,,,1045903,1,,,1045903,1,,,1045903,1,,,0
429,725424,0,,,723344,1,.5702687,.2678571,706479,1,.911657,.3571429,730274,1,,,739290,1,1.074357,.3571429,739290,1,1.860541,.4292583,793397,1,1.287468,.3828984,814465,1,,.3502747,793898,1,1.880869,.4696085,813938,1,,.4824862,773569,1,,.5243819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
461,528966,1,.726918,.3708791,520555,1,.940062,.3571429,534251,1,.9790343,.3571429,556260,1,1.017073,.3571429,550673,1,1.081927,.3571429,550729,1,1.165282,.3571429,557378,1,1.16878,.3571429,556172,1,1.078031,.3614354,557043,1,1.163152,.3612638,558418,1,1.065213,.364011,559045,1,,,583144,1,1.059852,.4107143,583144,1,,,589706,1,1.31299,.4196429,589706,1,,,649149,1,1.486653,.375,649149,1,,,645231,1,1.292301,.3736264,645231,1,,,662424,1,1.121808,.4285714,662424,1,,,695433,1,1.813842,.3537088,695433,1,,,652175,1,1.611423,.375,652175,1,,,659894,1,1.44745,.375,659894,1,,,661357,1,1.521592,.3660714,661357,1,,,725264,1,1.629972,.3571429,725264,1,,,731079,1,1.671706,.3571429,0
468,579573,0,,,581557,1,.5620251,.1854396,567897,1,.6008648,.3571429,595878,1,.5221229,.4361264,600928,1,.7424126,.3691621,623042,1,.7866477,.3932005,620758,1,.9164234,.3822115,630224,1,1.01672,.3677885,642727,1,1.025942,.3708791,643673,1,.8985215,.4017857,631691,1,.9428294,.4017857,653308,1,.8889662,.4017857,633667,1,.9297355,.4060783,648488,1,,,683405,1,1.060353,.4196429,683405,1,,,699623,1,1.159808,.4196429,699623,1,,,739084,1,1.370673,.4196429,739084,1,,,769439,1,1.610468,.3928571,769439,1,,,798469,1,1.813988,.4196429,798469,1,,,802334,1,1.953733,.4017857,802334,1,,,777196,1,2.123287,.4017857,777196,1,,,850035,1,2.620068,.375,850035,1,,,896999,1,2.520939,.4107143,896999,1,,,0
511,553473,1,.9413791,.3571429,562463,1,.9081011,.3571429,555385,1,,,569047,1,,.3571429,569047,1,,.3571429,570331,1,1.008558,.3863324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
539,743784,1,1.044238,.1862981,746331,1,1.188801,.1541896,728800,1,.5940931,.2989354,764710,1,.6251658,.3631525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
554,660174,1,,,658425,1,,,674319,0,,,653053,1,,,666765,1,,,666765,1,,,634275,1,,,634275,1,,,681868,1,,,688365,1,,,688365,1,,,688365,1,,,688365,1,,,736470,1,,,736470,1,,,755029,1,,,755029,1,,,769557,0,,,769557,1,,,779381,0,,,779381,1,,,784090,1,1.787768,.4732143,784090,1,,,796780,1,1.650993,.4910714,796780,1,,,851366,1,2.091741,.3571429,851366,1,,,941496,1,5.248707,.4464286,941496,1,,,1033407,1,3.003659,.6893888,1033407,1,,,1003721,1,5.34734,.4464286,0
556,775159,1,.8186265,.2228709,789249,1,1.055447,.4450549,780018,1,1.078458,.4464286,783513,1,1.466244,.3691621,807674,1,1.564938,.3571429,793120,1,1.371036,.4309753,829846,1,1.467304,.5442995,833374,1,1.722933,.4301167,822794,1,2.193032,.3571429,814815,1,2.473162,.3571429,812359,1,2.573874,.3571429,831475,1,2.73732,.3571429,834545,1,2.969317,.3571429,846040,1,2.904329,.3571429,868137,1,,,868938,1,2.166809,.3571429,868938,1,,,929086,1,2.03559,.4285714,929086,1,,,938988,1,4.559068,.4196429,938988,1,,,965687,1,3.438138,.5714286,965687,1,,,1050703,1,1.630361,.5357143,1050703,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
569,639652,1,.5332386,.3552541,659834,1,.3279329,.4326923,671932,1,.2032182,.3708791,686166,1,.1326434,.4258242,695278,1,.1621911,.4799107,693637,1,.3639396,.5137362,706802,1,.2948647,.5645605,714342,1,.246777,.548592,673899,1,.3356887,.5803571,681859,1,.3337189,.5666209,680470,1,.3559729,.5159684,696823,1,,,742621,1,,,742621,1,,,742621,1,.4701754,.625,742621,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946090,1,,,946090,1,,,946090,1,,,946090,1,,,946090,1,,,0
644,588266,1,.4664061,.528331,586579,1,.4662831,.4979396,572902,1,.4140866,.3288118,592198,1,.4948449,.2867445,632609,1,.5036512,.1768544,599510,0,,,643386,0,,,660471,0,,,643792,1,,,627308,1,.3685342,.5357143,627308,1,.4979226,.4086538,663987,1,1.054858,.2987638,638531,1,2.206356,.4701236,638531,1,,,678873,1,2.836782,.4732143,678873,1,,,668876,1,3.043769,.4464286,668876,1,,,741648,1,,.4464286,741648,1,,,765447,1,3.667347,.5357143,765447,1,,,721109,1,4.339285,.4910714,721109,1,,,802331,1,,,802331,1,,,802331,1,3.77075,.5803571,802331,1,,,711279,1,,,711279,1,,,711279,1,6.3088,.3571429,711279,1,,,0
645,548715,1,1.218539,.2561813,513225,1,1.151096,.3571429,574054,1,1.106546,.388908,585776,1,.5596594,.3940591,562852,1,.8907218,.4198146,569730,1,1.291998,.4601648,584003,1,1.519017,.4084821,569901,1,2.246006,.4352679,559529,1,2.159503,.4910714,559529,1,2.204746,.470467,569901,1,,,597274,1,1.658222,.4550138,597274,1,,,639000,1,1.645614,.4910714,639000,1,,,669963,1,2.928255,.3777473,669963,1,,,650136,1,4.549552,.4318338,650136,1,,,682810,1,2.010281,.4464286,682810,1,,,686431,1,5.256594,.4017857,686431,1,,,683597,1,4.901974,.4464286,683597,1,,,697592,1,4.143843,.5178571,697592,1,,,836020,1,4.588219,.4910714,836020,1,,,783762,1,2.149673,.2884615,783762,1,,,831846,1,1.831363,.3056319,0
649,622895,1,.5616097,.1844094,634218,1,.6618237,.3571429,626800,1,.6818417,.3571429,629609,1,.7632643,.3974931,649024,1,.9382277,.3780906,637328,1,1.348472,.4381868,666840,1,1.082803,.3725962,669675,1,1.489286,.3571429,661173,1,1.336903,.3729396,654761,1,1.385605,.4076236,652788,1,1.429551,.4103709,668149,1,1.286426,.4627404,670616,1,1.479848,.4756181,679853,1,1.371408,.46875,697609,1,,,698253,1,1.378878,.4910714,698253,1,,,746587,1,1.397058,.5357143,746587,1,,,754544,1,1.610541,.5357143,754544,1,,,775998,1,1.957991,.4464286,775998,1,,,844314,1,1.974383,.4464286,844314,1,,,873362,1,1.72204,.4821429,873362,1,,,869803,1,1.769406,.4821429,869803,1,,,850398,1,2.052082,.4017857,850398,1,,,979177,1,1.595531,.4107143,0
653,477292,0,,,492351,1,.8475805,.2678571,501378,1,.8564596,.4320055,511999,1,.7689869,.4721841,518799,1,.8136587,.4464286,517574,1,.8934625,.4464286,527397,1,.8603114,.4464286,533023,1,.9581889,.4120879,502846,1,.9455231,.3777473,508785,1,.9724765,.4115728,507749,1,.9604721,.4196429,519951,1,,,530072,1,1.100537,.3691621,530072,1,,,554124,1,1.337061,.3571429,554124,1,,,569923,1,1.422231,.3571429,569923,1,,,610277,1,1.188323,.4553571,610277,1,,,621746,1,1.495744,.4017857,621746,1,,,646794,1,1.726704,.4196429,646794,1,,,623824,1,1.769406,.4017857,623824,1,,,619601,1,1.119471,.6260303,619601,1,,,699984,1,.7979605,.8035714,699984,1,,,696667,1,1.657115,.3940591,696667,1,,,0
687,488933,1,.4788501,.3708791,504360,1,.4370337,.3571429,513606,1,.5371783,.3571429,524487,1,.4537414,.3853022,531452,1,.5283498,.3928571,530198,1,.7625402,.4086538,540260,1,.5635667,.2637363,546023,0,,,515110,1,.4605889,.3289835,521194,1,,.3176511,520133,1,,.4258242,532633,1,,,543001,1,.6717107,.4464286,543001,1,,,567639,1,.7713815,.3571429,567639,1,,,583823,1,.6937712,.4464286,583823,1,,,625161,1,.7251817,.4017857,625161,1,,,636910,1,.807702,.3571429,636910,1,,,662569,1,.803097,.3571429,662569,1,,,639039,1,.7696915,.2678571,639039,1,,,634713,1,.7695306,.3571429,634713,1,,,,,,,,,,,,,,,,,,,0
778,796573,0,,,794940,1,.650094,.3451236,792029,1,.6295552,.4910714,786877,1,.6702086,.4713255,806997,1,.8036319,.4309753,814115,1,.7843819,.4017857,808690,1,.8438009,.4232486,803041,1,,,830101,1,.8233874,.4464286,830101,1,,,858147,1,.7610964,.4464286,858147,1,,,880448,1,.8721696,.4464286,880448,1,,,,,,,,,,,,,,,913710,1,,,951413,0,,,951413,1,,,940413,1,1.362442,.4017857,940413,1,,,1009585,1,1.231249,.4017857,1009585,1,,,1032781,1,1.20693,.4017857,1032781,1,,,1034273,1,1.133893,.4017857,1034273,1,,,1059776,1,1.339942,.4455701,1059776,1,,,,,,,,,,,0
809,714321,0,,,727306,0,,,718800,0,,,722020,1,.8944559,.364011,744285,1,1.179374,.4739011,730873,1,,,767967,1,,.4285714,767967,1,1.383773,.375,758218,1,1.465837,.3571429,750865,1,1.598102,.3571429,748602,1,1.516255,.3571429,766217,1,1.090988,.3571429,769046,1,1.069995,.3828984,779639,1,1.181801,.3626373,800002,1,,,800740,1,1.011178,.4017857,800740,1,,,856168,1,.9256578,.3571429,856168,1,,,865293,1,1.040657,.3571429,865293,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
813,675725,1,.240765,.3631525,665579,1,.2998018,.2961882,692927,1,.0032972,.3399725,743395,1,.4433852,.2163462,744108,1,.4746833,.2266483,762017,1,.5552526,.3270948,772393,1,.5553626,.314217,715416,1,.3883692,.4898695,778203,1,.4492607,.4017857,717221,1,.4532845,.3820398,717221,1,.4853363,.3571429,733334,1,.4857071,.3571429,730193,1,,,786736,1,.6298863,.3839286,786736,1,,,749089,1,.7074398,.3245192,749089,1,,,875463,1,.6937712,.3571429,875463,1,,,947075,1,.7225918,.3571429,947075,1,,,969682,1,.7403935,.3571429,969682,1,,,935541,1,.7970586,.3125,935541,1,,,936858,1,.756421,.3571429,936858,1,,,1017461,1,.7516345,.3839286,1017461,1,,,1011822,1,.6605498,.3571429,1011822,1,,,1162223,1,.7751223,.4285714,0
825,730404,1,.8139358,.1991758,728309,1,1.348072,.3571429,711328,0,,,735287,1,1.049385,.2163462,785462,1,1.09141,.4017857,744365,1,1.204965,.4017857,798842,1,1.162369,.4017857,820055,1,1.178874,.4017857,799347,1,1.154184,.3914835,819524,1,1.243056,.3811813,778879,1,1.108793,.3904533,824421,1,1.120546,.375,792814,1,1.20692,.388908,792814,1,,,842903,1,1.289767,.375,842903,1,,,830491,1,1.131359,.4464286,830491,1,,,920846,1,1.204869,.4553571,920846,1,,,950395,1,1.408924,.4017857,950395,1,,,895344,1,1.308776,.4285714,895344,1,,,1001048,1,1.234233,.4464286,1001048,1,,,996191,1,1.327054,.4285714,996191,1,,,929818,1,1.277421,.4464286,929818,1,,,883140,1,.946242,.4155219,883140,0,,,0
827,719626,1,.4637246,.1251717,715484,1,.4748926,.1246566,734806,1,.7093485,.4000687,747190,1,.8287893,.4464286,759999,1,1.137467,.4138049,787469,1,1.998124,.3708791,772525,1,1.396035,.3571429,782730,1,1.464426,.3653846,812314,1,2.573874,.3571429,805368,1,.697964,.2481113,804430,1,.6257228,.3021978,824111,1,.606405,.3365385,823374,1,,,850372,1,1.083404,.4464286,850372,1,,,915785,1,1.19307,.4464286,915785,1,,,915954,1,2.143258,.3571429,915954,1,,,985094,1,2.486337,.4017857,985094,1,,,973884,1,4.964142,.4292583,973884,1,,,1000877,1,5.457156,.3870192,1000877,1,,,957920,1,5.002015,.4375,957920,1,,,1001843,1,5.340952,.4017857,1001843,1,,,1002713,1,8.411735,.2678571,1002713,1,,,1011114,1,5.907635,.3966346,0
