id,weight23,E23,inch_norm23,hours_norm23,weight24,E24,inch_norm24,hours_norm24,weight25,E25,inch_norm25,hours_norm25,weight26,E26,inch_norm26,hours_norm26,weight27,E27,inch_norm27,hours_norm27,weight28,E28,inch_norm28,hours_norm28,weight29,E29,inch_norm29,hours_norm29,weight30,E30,inch_norm30,hours_norm30,weight31,E31,inch_norm31,hours_norm31,weight32,E32,inch_norm32,hours_norm32,weight33,E33,inch_norm33,hours_norm33,weight34,E34,inch_norm34,hours_norm34,weight35,E35,inch_norm35,hours_norm35,weight36,E36,inch_norm36,hours_norm36,weight37,E37,inch_norm37,hours_norm37,weight38,E38,inch_norm38,hours_norm38,weight39,E39,inch_norm39,hours_norm39,weight40,E40,inch_norm40,hours_norm40,weight41,E41,inch_norm41,hours_norm41,weight42,E42,inch_norm42,hours_norm42,weight43,E43,inch_norm43,hours_norm43,weight44,E44,inch_norm44,hours_norm44,weight45,E45,inch_norm45,hours_norm45,weight46,E46,inch_norm46,hours_norm46,weight47,E47,inch_norm47,hours_norm47,weight48,E48,inch_norm48,hours_norm48,weight49,E49,inch_norm49,hours_norm49,weight50,E50,inch_norm50,hours_norm50,weight51,E51,inch_norm51,hours_norm51,weight52,E52,inch_norm52,hours_norm52,weight53,E53,inch_norm53,hours_norm53,weight54,E54,inch_norm54,hours_norm54,black
296,594101,1,.5541704,.364011,594101,1,.8212393,.4739011,586624,1,.7980717,.4060783,590547,1,.8854018,.3760302,601054,1,.9333706,.4593063,602411,1,.9727605,.4450549,602152,1,1.017405,.3820398,600730,1,1.082965,.3768888,600924,1,,,628235,1,.7846943,.4807692,628235,1,,,639283,1,1.118587,.3940591,639283,1,,,652999,1,1.11499,.3571429,652999,1,,,687775,1,,.3585165,687775,1,,,706616,1,.7766365,.4642857,706616,1,,,728236,0,,,728236,1,,,696891,1,.9506043,.3365385,696891,1,,,727776,1,.8403274,.3571429,727776,1,,,746199,1,,,746199,1,,,746199,1,,.3928571,746199,1,,,723455,1,1.241421,.2129121,723455,1,,,765442,1,.993441,.3571429,0
306,187530,1,.1553961,.1428571,191725,1,.1291236,.3296703,202681,1,.2940344,.3262362,206755,0,,,203785,1,.5448607,.3571429,206105,1,.4886123,.3571429,204161,1,.4994068,.3571429,201462,1,.6317729,.3571429,203253,1,.5357965,.3434066,204161,1,.7395601,.3125,201068,1,.7161798,.3348214,194233,1,,,199446,1,.6365002,.3571429,199446,1,,,201091,1,.5913925,.3571429,201091,1,,,224166,1,.7309376,.3571429,224166,1,,,222736,1,.4972675,.6696429,222736,1,,,224092,1,,,224092,1,,,224092,1,.8898581,.3392857,224092,1,,,220340,1,.9099801,.3125,220340,1,,,216935,1,.554062,.4464286,216935,1,,,234632,1,.7339442,.3571429,234632,1,,,240858,1,.5846637,.3571429,240858,1,,,1
309,772782,1,1.121596,.4292583,768334,1,1.31351,.4120879,789083,1,1.210064,.4618819,802382,1,1.120944,.5271291,816137,1,1.595661,.5005151,845636,1,1.61646,.4584478,829588,1,1.754425,.4464286,840546,1,1.951509,.4526099,872316,1,1.228119,.4593063,864857,1,1.079968,.4910714,863849,1,1.033405,.4981112,884985,1,,.3571429,884193,1,,,913185,1,1.522622,.3176511,913185,1,,,983430,1,1.722752,.3571429,983430,1,,,983611,1,1.365518,.4017857,983611,1,,,1057858,1,1.471083,.4017857,1057858,1,,,1045821,1,1.593515,.3519917,1045821,1,,,,,,,,,,,,,,,1085800,1,,,1085800,1,,,1085800,1,,,1085800,1,,,1085800,1,,,1085800,1,1.771708,.3928571,0
311,720347,1,1.017791,.3823833,718869,1,1.11113,.3365385,716237,1,1.165282,.3571429,711578,1,.9476594,.3571429,729773,1,.6061046,.3571429,736210,1,.936456,.3365385,731304,1,1.392836,.2197802,726195,1,,,750666,1,.9479789,.3571429,750666,1,,,776029,1,.9142299,.4017857,776029,1,,,796195,1,.9911017,.3571429,796195,1,,,815139,1,1.165471,.3571429,815139,1,,,826275,1,.8055652,.2884615,826275,1,,,860369,1,1.056707,.3571429,860369,1,,,850422,1,,.3571429,850422,1,,,912975,1,,.3571429,912975,1,,,933951,1,.6090174,.3228022,933951,1,,,935300,1,.7086833,.3571429,935300,1,,,958362,1,.6965441,.3571429,958362,1,,,,,,,,,,,0
334,182208,0,,,192279,0,,,186509,0,,,186877,0,,,188363,0,,,187617,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
336,169532,0,,,168823,0,,,167828,0,,,172192,0,,,178566,0,,,178927,0,,,174769,0,,,170472,0,,,172728,1,,,174562,0,,,174562,0,,,185432,0,,,185432,0,,,196541,1,,.3914835,196541,0,,,212092,1,.4938142,.3708791,212092,1,,,199296,1,,,199296,1,,,199296,0,,,199296,0,,,199296,0,,,199296,0,,,201687,0,,,201687,1,,,218399,1,.3058101,.5357143,218399,1,,,215333,1,.1602241,.4739011,215333,1,,,232587,1,.4215293,.3983516,232587,1,,,218690,1,.3964868,.5460165,1
358,541656,0,,,506623,1,,,578240,1,.6657434,.3434066,578240,1,.9081011,.3571429,555611,1,1.18663,.3571429,562401,1,1.265164,.3571429,576490,1,1.231957,.3571429,562570,1,1.152023,.3571429,552331,1,1.205987,.3571429,552331,1,1.342837,.3571429,562570,1,,,589591,1,1.435511,.3571429,589591,1,,,630780,1,1.414199,.3571429,630780,1,,,661345,1,1.684873,.3571429,661345,1,,,641773,1,1.911372,.3571429,641773,1,,,674026,1,2.243617,.3571429,674026,1,,,677601,1,2.324754,.3571429,677601,1,,,674803,1,2.607662,.3571429,674803,1,,,688619,1,2.712595,.3571429,688619,1,,,825265,1,2.981648,.3296703,825265,1,,,773679,1,3.011904,.3571429,773679,1,,,821145,1,1.480156,.3571429,0
378,135324,1,.2466912,.2893201,143704,1,.2894062,.2462225,145163,1,.5648275,.3571429,147561,1,,.3228022,144952,1,.6282158,.3571429,143440,1,,.3571429,143382,1,.6317729,.3571429,149499,1,.4545784,.3571429,145959,1,,.3571429,143786,1,.5714201,.3571429,148876,1,,,151527,1,.5417023,.3571429,151527,1,,,170054,1,.5243378,.3502747,170054,1,,,178340,1,,.4842033,178340,1,,,186817,1,.0932376,.3571429,186817,1,,,186176,1,,.5357143,186176,1,,,174865,1,,.154533,174865,0,,,177858,0,,,177858,1,,,177943,1,.2858256,.1682692,177943,0,,,179333,0,,,179333,0,,,183098,1,.442927,.3571429,183098,1,,,182215,1,.2902267,.5357143,1
413,480670,1,.4472279,.364011,495837,1,.503251,.2678571,504927,1,.8364298,.3932005,515624,1,.9371952,.4017857,522471,1,.9040651,.4017857,521238,1,.9306901,.4017857,531130,1,.8232415,.361092,536796,1,1.005539,.4095123,506405,1,.9077023,.4292583,512387,1,.8287573,.4309753,511343,1,.7483487,.4635989,523632,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
426,116457,1,1.307019,.3695055,119406,1,.9714913,.4835165,122255,1,1.123394,.4285714,121124,1,1.22187,.4429945,121000,1,1.043292,.5357143,128381,1,1.578578,.3743132,130225,1,2.022327,.3949176,142681,1,1.328422,.390625,135933,1,1.555582,.3365385,,,,,,,,,134999,1,1.545567,.3571429,130370,1,1.629843,.418956,130226,1,1.022791,.5786401,137040,1,,,139472,1,1.408426,.4464286,139472,1,,,140638,1,1.013816,.625,140638,1,,,143940,1,1.132688,.625,143940,1,,,151643,1,,,151643,1,,,151643,1,1.051295,.625,151643,1,,,160196,1,1.732999,.3571429,160196,1,,,153540,1,1.8247,.4285714,153540,1,,,166980,1,1.346678,.3571429,166980,1,,,178349,1,1.22324,.4285714,0
435,561711,1,.6710012,.4017857,561711,1,.4957102,.2764423,628287,1,.3415236,.5906593,641116,1,.6402883,.4052198,616027,1,.9843789,.3786058,623555,1,.6458135,.598386,639176,1,.7285467,.6167582,623742,1,.67444,.6210508,612390,1,.6769324,.6517857,612390,1,.834298,.635989,623742,1,,,653701,1,.7438299,.5982143,653701,1,,,699369,1,1.028509,.5803571,699369,1,,,733257,1,.7433263,.75,733257,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
450,551965,1,.6178625,.3674451,543188,1,.631403,.5425824,557479,1,,,574674,1,,,574674,1,3.490088,.1071429,574674,1,.8615997,.4416209,581612,1,,.4532967,580353,1,.5969212,.4532967,581262,1,.7765381,.3571429,582697,1,.8057024,.3571429,583351,1,,,608497,1,.7583832,.3571429,608497,1,,,615345,1,.7713815,.3571429,615345,1,,,677372,1,.6607345,.4017857,677372,1,,,673284,1,,,673284,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
490,698995,1,.7358235,.1923077,711700,0,,,703377,0,,,706529,1,.3773303,.2745536,728316,0,,,715191,1,.3325389,.3708791,748309,1,1.228747,.3392857,751490,0,,,741950,1,,,734755,1,,.260989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
497,650394,1,1.026484,.3571429,646650,1,,,675307,1,.7747415,.3296703,675307,1,.8057675,.3571429,686883,1,.8660688,.3571429,711711,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
505,636199,1,.4039133,.3025412,632537,0,,,649619,0,,,660568,0,,,671892,1,.7333857,.1888736,696177,1,.5667968,.2288805,682965,1,,,718142,1,.5956561,.4910714,718142,1,.5880599,.4987981,712001,1,.4584355,.4721841,711172,1,.5164697,.2644231,728572,1,.3255275,.1347871,727920,1,,,751788,0,,,751788,1,,,809618,0,,,809618,0,,,809767,0,,,809767,1,,,870891,1,.7079461,.3880495,870891,1,,,860981,1,.9647552,.3571429,860981,1,,,884845,1,.7181166,.2942995,884845,1,,,846867,0,,,846867,0,,,885698,0,,,885698,0,,,886468,0,,,886468,0,,,893895,0,,,0
508,553473,1,,,562463,1,,,559099,1,,,559099,1,,,569047,1,,,570331,1,,,570086,1,,,568740,1,,,568923,1,,,594780,1,.6303445,.4910714,594780,1,,,605240,1,.5999634,.5357143,605240,1,,,618225,1,,,618225,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
520,189496,1,.5492502,.3571429,199969,1,.6024508,.3803228,193969,1,.4972675,.4910714,194352,1,.6501327,.4910714,195897,1,.6268234,.5245536,195121,1,.7657627,.5005151,206894,1,.7447296,.5400069,204871,1,.7828746,.4378434,202245,1,.6204711,.5116758,204024,1,.7089157,.4567308,209330,1,.6739578,.5460165,205512,1,.6959833,.6490384,204871,1,.741199,.6195055,210559,1,,,206589,1,.9073513,.7142857,206589,1,,,218977,1,.9724082,.4910714,218977,1,,,230332,1,.726808,.6696429,230332,1,,,239678,1,.9259017,.4945055,239678,1,,,237210,1,.6666747,.625,237210,1,,,249951,1,.8815952,.625,249951,1,,,238192,1,1.061643,.5357143,238192,1,,,253967,1,.9877557,.5982143,253967,1,,,260766,1,.9652219,.5906593,260766,1,,,1
523,176313,1,.2513029,.3210852,175576,1,.6410125,.3035714,174541,1,.5701087,.393544,179079,1,.6227148,.4582761,185709,1,.5995837,.4515797,186083,1,.9004983,.3004808,181759,1,.7197858,.3502747,177290,1,.6982754,.3434066,179636,1,,,181545,1,.2761619,.8056318,181545,1,,,192848,1,.0582147,.489011,192848,1,,,204402,1,.5726366,.8035714,204402,1,,,,,,,,,,,,,,,209754,1,,,209754,1,,,209754,1,,,209754,1,,,209754,1,,,209754,1,.9393904,.5631868,209754,1,,,227134,1,1.116149,.364011,227134,1,,,241890,1,,,241890,1,,,241890,1,1.427915,.3571429,241890,1,,,227437,1,1.262849,.3571429,1
541,541851,1,.3836988,.3571429,542907,1,.451862,.3571429,564289,1,,,558180,1,,,558180,1,,,558180,1,,,558180,1,,,558180,1,.6013594,.4017857,558180,1,.5797824,.3871909,576671,1,,,589030,1,.6572654,.206044,589030,1,,,620817,1,.4628289,.3571429,620817,1,,,654324,1,.555017,.4464286,654324,1,,,685931,1,.6403491,.364011,685931,1,,,727587,1,.866677,.2403846,727587,1,,,716491,1,1.606194,.1785714,716491,1,,,695415,1,.5175512,.3571429,695415,1,,,711551,1,.5386714,.3571429,711551,1,,,749238,1,.5871553,.3571429,749238,1,,,807849,1,.8116111,.2884615,807849,1,,,,,,,,,,,0
543,786831,1,.712396,.6758242,782302,1,,.5336539,803428,1,1.085024,.5151099,816970,1,.5683574,.4581044,830974,1,1.466379,.5446429,861010,1,.5355728,.678228,844670,1,.6248583,.678228,855828,1,.6510785,.6026786,888175,1,.6165807,.5855082,880580,1,.6234219,.625,879554,1,.5378619,.625,901074,1,.5714201,.625,900268,1,,,929788,1,.395124,.7589286,929788,1,,,1001310,1,1.184429,.7520604,1001310,1,,,1001494,1,.6937712,.4464286,1001494,1,,,1077090,1,1.145491,.625,1077090,1,,,1064834,1,1.052884,.4464286,1064834,1,,,1094348,1,1.506287,.4910714,1094348,1,,,1047379,1,,,1047379,1,,,1095404,0,,,1095404,1,,,1096355,0,,,1096355,0,,,1105541,0,,,0
631,643969,1,.5103597,.1588255,646174,1,.5083538,.3004808,630996,1,.4437661,.4335508,662087,1,.5263637,.4043612,667697,1,.5880689,.4077953,692268,1,,.4852335,689730,1,,.5322802,700249,1,.3612757,.5520261,714140,1,.4625304,.4627404,715191,1,,.5066964,701878,1,,.5307349,725898,1,,.4910714,704074,1,.3740204,.4910714,720541,1,,,759338,1,.5633703,.4464286,759338,1,,,777358,1,.7405263,.4464286,777358,1,,,821203,1,.8005053,.4642857,821203,1,,,854931,1,.5490662,.4017857,854931,1,,,887187,1,.5743658,.4464286,887187,1,,,891482,1,.276665,.4910714,891482,1,,,863550,1,.414041,.4464286,863550,1,,,944483,1,.4168291,.4285714,944483,1,,,996664,1,.3736443,.4910714,996664,1,,,0
700,446035,1,.1864704,.1837225,446905,0,,,464506,0,,,457117,0,,,455419,0,,,464159,0,,,458013,0,,,454900,0,,,459477,0,,,474698,0,,,511037,0,,,511037,0,,,511037,1,.130445,.2815934,511037,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
709,128878,0,,,132945,1,.1520707,.1923077,135382,1,.2185525,.3636676,138250,1,.1020652,.1971154,140086,1,.6498,.439217,139756,1,.509297,.3279533,142408,0,,,143927,1,.4901026,.3683036,445411,0,,,430711,0,,,416951,0,,,416951,0,,,462786,0,,,462786,0,,,445411,0,,,445411,0,,,493504,0,,,493504,0,,,514085,0,,,514085,0,,,519506,1,.3911236,.5892857,519506,1,,,493148,1,.4971593,.625,493148,0,,,495548,0,,,495548,1,,,480686,0,,,480686,0,,,666753,0,,,666753,0,,,772350,0,,,772350,0,,,0
714,620097,1,,.3828984,618825,1,,.3571429,616559,1,.1165843,.407967,612549,1,.3389512,.4326923,628211,1,.4180885,.3365385,633752,1,.292413,.467033,629529,1,,.339114,625131,1,,,646196,1,.3434244,.5013736,646196,1,,,668029,1,,,668029,1,,,685389,1,.0619439,.7142857,685389,1,,,701697,1,.3107921,.5357143,701697,1,,,711283,1,,,711283,1,,,740633,1,.4696473,.3214286,740633,1,,,732069,1,.7166094,.4464286,732069,1,,,785917,1,.2041612,.3365385,785917,1,,,803974,1,.2201833,.3571429,803974,1,,,805135,1,.5244256,.4464286,805135,1,,,824988,1,.5711662,.4464286,824988,1,,,,,,,,,,,0
728,579791,0,,,578601,1,.4904988,.2541209,576483,1,.6658757,.3571429,572733,1,.7265388,.3571429,587377,1,.6753737,.3365385,592558,1,.6215464,.3887362,588609,1,1.008803,.3337912,584498,1,,,604193,1,.6500427,.3571429,604193,1,,,624608,1,,,624608,1,,,640839,1,.6227423,.4120879,640839,1,,,656086,1,.7915686,.3365385,656086,1,,,665049,1,.6826323,.3873627,665049,1,,,692491,1,.6728417,.3365385,692491,1,,,684485,1,.6759853,.3365385,684485,1,,,734832,1,.6947151,.2472527,734832,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
735,585410,1,.1839149,.231456,576101,1,.3000351,.1826923,591259,1,.2700784,.2987638,615616,1,.527121,.2953297,609433,1,.8388621,.1931662,609495,1,.7531839,.284169,616854,1,.426226,.3440934,615519,1,.5083458,.2342033,616483,1,.6471151,.1785714,618005,1,.7172308,.2489698,618699,1,,,645369,1,.7303259,.3811813,645369,1,,,652631,0,,,652631,1,,,718417,1,3.40003,.0989011,718417,1,,,714080,0,,,714080,1,,,733108,1,.4307744,.390625,733108,1,,,769640,1,.858574,.2197802,769640,1,,,721766,1,.6046312,.2704327,721766,0,,,730308,0,,,730308,0,,,731928,1,.6855039,.4464286,731928,1,,,809089,1,,,809089,0,,,809089,0,,,0
751,584442,1,.5270744,.2640797,582894,1,.9081011,.3571429,596964,1,,,578138,1,1.249545,.3616071,586878,1,1.397361,.3602335,590277,1,1.311364,.3631525,573858,1,1.266567,.3839286,561514,1,,,603648,1,,,632606,1,1.360648,.3571429,632606,1,,,609399,1,1.259923,.3571429,609399,1,,,651986,1,1.238877,.3571429,651986,1,,,668415,1,1.118852,.3571429,668415,1,,,681277,1,1.233989,.3571429,681277,1,,,689974,1,1.100977,.3770604,689974,1,,,694143,1,1.174443,.3571429,694143,1,,,705377,1,1.308202,.3571429,705377,1,,,753701,1,1.26503,.3839286,753701,1,,,833492,1,1.203424,.4732143,833492,1,,,,,,,,,,,,,,,0
753,271304,1,1.041044,.3228022,266537,1,1.326046,.2678571,270279,1,1.564938,.3571429,283162,1,1.227836,.3571429,289480,1,1.489835,.3159341,295636,1,1.457113,.2403846,281186,0,,,269382,0,,,286007,0,,,295811,1,1.030378,.3571429,298286,0,,,291756,1,1.360141,.3901099,288314,1,,,299811,1,1.186043,.3588599,299811,1,,,332632,1,.9581547,.4217033,332632,1,,,340306,1,1.164545,.3571429,340306,1,,,346607,1,.9323764,.3571429,346607,1,,,353018,1,1.570532,.3571429,353018,1,,,328510,1,1.268048,.3571429,328510,1,,,337618,1,2.18964,.3571429,337618,1,,,356537,0,,,356537,0,,,356888,0,,,356888,0,,,353418,0,,,1
823,681296,1,.2341751,.3056319,637231,1,.3209971,.3737981,712757,1,.4966116,.3791209,727312,1,.3848906,.3370536,698849,1,.3569018,.3492445,707389,1,.6206464,.364011,725111,1,.4648895,.364011,707602,1,.5606468,.3571429,694723,1,.5206961,.3228022,694723,0,,,707602,1,,,741588,1,.4251851,.364011,741588,1,,,793397,1,.4011184,.4120879,793397,1,,,831841,1,.4856399,.3571429,831841,1,,,807223,1,.3856648,.4532967,807223,1,,,,,,,,,,,848768,1,,,848768,1,,,848768,0,,,848768,0,,,866146,1,.5816219,.2953297,866146,1,,,973135,1,,,973135,1,,,973135,1,.456707,.4017857,973135,1,,,1032838,1,,.3768888,0
837,278326,1,.4650635,.1923077,278661,1,.2927645,.2214973,285541,1,.1538246,.2979052,281544,0,,,288210,1,.1015222,.2096497,286958,1,.3192374,.1717033,306749,0,,,309003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
847,199127,1,.6235056,.364011,210133,1,.695015,.3571429,203828,1,.7044622,.3571429,204229,1,.8740674,.3571429,205853,1,.6139181,.3571429,205038,1,.9909447,.3528503,217410,1,.6418424,.7074175,215284,1,.7747167,.4344094,212524,1,.9277518,.4139766,214393,1,.9950641,.3741415,219969,1,1.030378,.3571429,215957,1,.9706726,.3571429,215284,1,.9799855,.3571429,221261,1,,,217088,1,1.009021,.2876031,217088,1,,,230106,1,1.322368,.3125,230106,1,,,242038,1,1.500811,.3125,242038,1,,,251860,1,1.731556,.3125,251860,1,,,249266,1,1.564121,.3125,249266,1,,,262655,1,1.630347,.3125,262655,1,,,250298,1,1.672088,.3125,250298,1,,,266875,1,1.758927,.3125,266875,1,,,274019,1,1.677587,.3125,274019,1,,,1
859,605328,1,.1346766,.4945055,624427,1,.4591061,.3708791,635875,1,.4063022,.3777473,649345,1,.5855906,.3674451,657968,1,.7020506,.3880495,656416,1,.6514831,.4017857,668874,1,.8179036,.417239,676009,1,.6833256,.4292583,637736,1,.7812015,.4017857,645269,1,.923924,.4661745,643955,1,.7292951,.5176855,659430,1,,,672266,1,.7682322,.4910714,672266,1,,,702770,1,.7854066,.4910714,702770,1,,,722807,1,.7102896,.5357143,722807,1,,,773986,1,.7628534,.4910714,773986,1,,,788531,1,1.0545,.3571429,788531,1,,,820299,1,.8641511,.4017857,820299,1,,,791167,1,.8316207,.4017857,791167,1,,,785812,1,.7823561,.5357143,785812,1,,,887758,1,.8220174,.4464286,887758,1,,,883551,1,.773109,.4910714,883551,1,,,0
