id,weight23,E23,inch_norm23,hours_norm23,weight24,E24,inch_norm24,hours_norm24,weight25,E25,inch_norm25,hours_norm25,weight26,E26,inch_norm26,hours_norm26,weight27,E27,inch_norm27,hours_norm27,weight28,E28,inch_norm28,hours_norm28,weight29,E29,inch_norm29,hours_norm29,weight30,E30,inch_norm30,hours_norm30,weight31,E31,inch_norm31,hours_norm31,weight32,E32,inch_norm32,hours_norm32,weight33,E33,inch_norm33,hours_norm33,weight34,E34,inch_norm34,hours_norm34,weight35,E35,inch_norm35,hours_norm35,weight36,E36,inch_norm36,hours_norm36,weight37,E37,inch_norm37,hours_norm37,weight38,E38,inch_norm38,hours_norm38,weight39,E39,inch_norm39,hours_norm39,weight40,E40,inch_norm40,hours_norm40,weight41,E41,inch_norm41,hours_norm41,weight42,E42,inch_norm42,hours_norm42,weight43,E43,inch_norm43,hours_norm43,weight44,E44,inch_norm44,hours_norm44,weight45,E45,inch_norm45,hours_norm45,weight46,E46,inch_norm46,hours_norm46,weight47,E47,inch_norm47,hours_norm47,weight48,E48,inch_norm48,hours_norm48,weight49,E49,inch_norm49,hours_norm49,weight50,E50,inch_norm50,hours_norm50,weight51,E51,inch_norm51,hours_norm51,weight52,E52,inch_norm52,hours_norm52,weight53,E53,inch_norm53,hours_norm53,weight54,E54,inch_norm54,hours_norm54,black
268,626144,1,.5387535,.240728,628288,1,.6177911,.3461538,613530,1,.4897331,.3021978,643761,1,.4180566,.3502747,649216,0,,,673107,1,.2891662,.3255495,670639,1,.3632405,.3571429,680866,1,.3550785,.3159341,694374,1,.2473253,.3365385,695396,1,.1416043,.1991758,682451,1,.4561734,.260989,705806,1,.4588634,.3571429,684586,1,.5714201,.3571429,700598,1,,,738321,1,.6323544,.3365385,738321,1,,,755842,0,,,755842,1,,,831267,0,,,831267,0,,,831267,0,,,831267,0,,,862631,0,,,862631,0,,,866806,0,,,866806,0,,,839648,0,,,839648,0,,,918340,0,,,918340,0,,,969078,0,,,969078,0,,,0
291,182879,0,,,179665,1,.1503367,.2953297,182188,0,,,190872,0,,,195131,0,,,199281,0,,,189540,0,,,181583,0,,,192790,1,.1863954,.1210508,199398,0,,,201067,1,.0336164,.09375,196666,1,.0207065,.0985577,194345,1,,,202095,1,.059933,.1614011,202095,1,,,224219,1,.0514254,.1071429,224219,1,,,229392,1,.0495551,.1785714,229392,1,,,233639,1,.1321078,.5041209,233639,1,,,,,,,,,,,,,,,221440,1,,,227580,0,,,227580,0,,,240333,0,,,240333,0,,,240569,0,,,240569,1,,,238230,0,,,1
346,404656,1,.575825,.4759615,418486,1,.6359539,.4017857,414189,1,.5811847,.5580357,424097,1,.4847344,.6428571,412614,1,.7398619,.6428571,427667,1,.9179549,.6390796,418798,1,.8139119,.625,420356,1,.881582,.5958104,430228,1,1.087092,.5631868,418281,1,,,448297,1,.8667235,.6696429,448297,1,,,440862,1,,.5357143,440862,1,,,490243,1,1.288432,.4464286,490243,1,,,503494,1,1.640983,.4464286,503494,1,,,501456,1,2.100025,.4464286,501456,1,,,520519,1,2.028877,.4464286,520519,1,,,511654,1,2.222213,.4910714,511654,1,,,512304,1,4.005714,.5357143,512304,1,,,512900,1,2.079508,.5357143,512900,1,,,534385,1,2.409523,.4464286,534385,1,,,576546,1,2.298596,.4464286,576546,1,,,0
350,404656,1,.1985307,.2760989,418486,1,.3854466,.3489011,414189,1,.5539602,.4215316,424097,1,1.072409,.3021978,412614,1,1.284932,.1758242,427667,1,.8660508,.3907967,418798,0,,,420356,1,1.104671,.1854396,430228,1,.9142722,.3571429,418281,1,,,448297,1,1.029234,.3571429,448297,1,,,440862,1,1.157072,.3571429,440862,1,,,490243,1,1.263655,.3571429,490243,1,,,503494,1,1.101899,.4155219,503494,1,,,501456,1,1.63784,.3571429,501456,1,,,520519,1,2.113413,.3571429,520519,1,,,511654,1,.6502521,.502919,511654,1,,,512304,1,.0756915,.5446429,512304,1,,,512900,1,.4533185,.6071429,512900,1,,,534385,1,.7593035,.625,534385,1,,,576546,1,1.070884,.4587912,576546,1,,,0
353,634035,1,.629627,.3966346,624515,1,.5691991,.364011,650176,1,.6356854,.3571429,697530,1,.5755482,.3571429,698199,1,.6966205,.3571429,715003,1,.7628049,.3571429,724739,1,.6805671,.3296703,671278,1,.5659943,.3571429,730191,1,,.3571429,672971,1,.6061046,.3571429,672971,1,,.3571429,688090,1,.5417292,.376717,685143,1,,,738197,1,.6592631,.3228022,738197,1,,,702873,0,,,702873,0,,,821450,0,,,821450,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
356,468518,1,.4315813,.4127747,469431,1,.6876448,.3911401,487919,1,.8578185,.3932005,480158,1,.9423237,.3571429,478374,1,1.032107,.3571429,487555,1,1.042425,.3571429,481099,1,1.090988,.3571429,477830,1,1.024189,.3897665,482637,1,1.019732,.3602335,498625,1,,,509312,1,1.285255,.3612638,509312,1,,,536797,1,1.157072,.3571429,536797,1,,,565769,1,1.073694,.4285714,565769,1,,,593099,1,.9789953,.3571429,593099,1,,,629117,1,1.076936,.3571429,629117,1,,,619522,1,1.056707,.3571429,619522,1,,,601299,1,1.035102,.3571429,601299,1,,,615251,1,1.153546,.3571429,615251,1,,,647838,1,1.070335,.4285714,647838,1,,,698516,1,1.399649,.3571429,698516,1,,,709986,1,1.044816,.3571429,709986,1,,,0
381,217146,1,.6761308,.3571429,217408,1,.9267849,.3236607,222775,1,1.301882,.2463942,219656,1,1.089252,.3125,224857,1,1.225965,.3125,223881,1,1.271687,.3125,239321,1,2.168463,.3683036,241080,1,1.358885,.3341346,237588,1,1.329557,.375,238373,1,1.127343,.3691621,241564,1,1.444052,.3125,247189,1,1.454651,.3125,246514,1,1.445504,.3125,256866,1,1.208599,.3461538,248551,1,,,250797,1,1.083405,.4017857,250797,1,,,263621,1,1.146797,.3523352,263621,1,,,267572,1,1.536208,.3571429,267572,1,,,270996,0,,,270996,1,,,278644,1,2.467978,.3571429,278644,1,,,264082,1,2.219084,.3571429,264082,1,,,266637,1,2.034817,.3214286,266637,1,,,278210,1,2.244464,.3214286,278210,1,,,282307,1,2.344544,.3214286,1
406,490883,1,.5648275,.3571429,498856,1,.6175088,.3571429,492578,1,.6980175,.3571429,495872,1,.6658757,.3571429,504695,1,.6317729,.3571429,505834,1,.6364098,.3571429,505616,1,.6471151,.3571429,504423,1,.6857041,.3571429,504585,0,,,527518,1,.2949583,.1639767,527518,1,,,536795,1,.4087663,.3482143,536795,1,,,548312,1,.6757513,.3928571,548312,1,,,577513,1,.9323764,.3125,577513,1,,,593333,1,.807702,.3571429,593333,1,,,611487,1,.8008723,.3392857,611487,1,,,585167,0,,,585167,1,,,611101,0,,,611101,1,,,608064,1,.3084938,.2973901,608064,1,,,626571,1,.5103025,.25,626571,1,,,607473,1,.5548451,.2802198,607473,1,,,,,,,0
419,613603,1,,.364011,623570,1,.310496,.5013736,,,,,619840,1,.4283572,.4163805,630869,0,,,632292,1,.6465115,.2678571,632020,1,.5410635,.2524038,630528,1,.4481726,.2276786,630731,1,,,659398,1,.212701,.6730769,659398,1,,,670994,1,.6827547,.3228022,670994,1,,,685390,1,.5698835,.3571429,685390,1,,,721891,1,.6992823,.3571429,721891,1,,,741666,1,.5833403,.3571429,741666,1,,,764359,1,.9463395,.2472527,764359,1,,,,,,,,,,,,,,,763876,1,,,760080,1,1.097247,.206044,760080,1,,,783213,1,.6223664,.3741415,783213,1,,,759341,1,.3905855,.2388393,759341,1,,,803411,1,2.27538,.1347871,0
440,556807,1,.8343371,.3571429,547953,1,.8825072,.3571429,562370,1,.7719309,.3571429,585537,1,.7036072,.3871909,579656,1,.7600636,.4017857,579715,1,.7383968,.4508929,586714,1,.8897468,.4945055,585444,1,.9988396,.4009272,586361,1,1.03969,.3940591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
456,633406,1,.3671755,.154533,635574,1,.4396374,.2953297,620646,1,.5506776,.3090659,651226,1,.6696053,.4344094,656745,1,.7200843,.4567308,680913,1,.8141657,.4129464,678417,1,1.079343,.3605769,688762,1,.6423102,.5365728,702426,1,1.08896,.3494162,703460,1,1.493281,.1133242,690365,1,.9020323,.2015797,713991,1,.7613463,.3449519,692525,1,1.017597,.3509615,708722,1,,,746883,1,.6527816,.489011,746883,1,,,,,,,,,,,807733,1,.5947606,.3422047,807733,1,,,840908,1,.8255416,.4285714,840908,1,,,872635,1,.8770501,.3928571,872635,1,,,876859,1,.9392947,.4017857,876859,1,,,849385,1,1.691509,.2815934,849385,1,,,928990,1,1.026041,.4821429,928990,1,,,980316,1,.9187564,.5089286,980316,1,,,0
480,698995,0,,,711700,1,.3246149,.174794,703377,1,.3791674,.3786058,706529,1,.5325748,.1055975,728316,1,.4075353,.1880151,715191,1,.8867705,.3090659,748309,1,.8344311,.3545673,751490,1,.7628049,.3571429,741950,1,.8027202,.3571429,734755,1,.9655197,.3571429,732540,1,1.010837,.3571429,749777,1,1.081897,.3571429,752546,1,1.02748,.3373969,762912,1,.8577192,.3331044,782837,1,,,783560,1,.7583832,.3571429,783560,1,,,837798,1,.7242416,.4285714,837798,1,,,846727,1,.8259181,.4285714,846727,1,,,870803,1,1.072233,.3571429,870803,1,,,947465,1,.9348403,.4285714,947465,1,,,980062,1,1.268048,.3571429,980062,1,,,976067,1,.8775147,.4285714,976067,1,,,954292,1,1.038866,.3571429,954292,1,,,1098804,1,.8409777,.4285714,0
483,,,,,672163,1,.6217675,.3519917,664301,1,.6843224,.3571429,667278,1,.681878,.3571429,687855,1,.595955,.3571429,675459,1,.6139181,.3571429,706736,1,.677793,.3571429,709741,1,.6671436,.388908,700731,1,.6825061,.4017857,693935,1,.7781019,.3820398,691844,1,.7265388,.3571429,708123,1,.7576307,.3571429,710738,1,.7353581,.3571429,720528,1,.8571302,.3571429,739347,1,,,740029,1,.7091374,.4910714,740029,1,,,791254,1,.7480063,.4910714,791254,1,,,799687,1,.9911017,.4464286,799687,1,,,822425,1,.6215843,.5357143,822425,1,,,894829,1,1.076936,.5357143,894829,1,,,925614,1,,.625,925614,1,,,921842,1,1.308096,.625,921842,1,,,901276,1,1.523671,.4464286,901276,1,,,1037760,1,1.345564,.5357143,0
486,534388,1,1.223793,.2747253,543068,1,1.212595,.2781594,536234,1,1.737717,.4507212,539820,1,.8321571,.4572459,549425,1,1.125075,.4010989,550665,1,.5913215,.5491071,550428,1,.1002323,.5240384,549128,1,.8363897,.4635989,549305,1,,,574271,1,.7682322,.3777473,574271,1,,,584370,1,1.954167,.4464286,584370,1,,,596907,1,.8259181,.5357143,596907,1,,,628696,1,.9323765,.4464286,628696,1,,,645918,1,1.794893,.4464286,645918,1,,,665682,1,4.730935,.4464286,665682,1,,,637029,1,2.229451,.4464286,637029,1,,,665261,1,1.923826,.4464286,665261,1,,,661955,1,5.04704,.4464286,661955,1,,,682102,1,1.417366,.4464286,682102,1,,,661312,1,1.676865,.3708791,661312,1,,,,,,,0
512,636199,1,,,,,,,,,,,,,,,,,,,,,,,727920,1,,,727920,1,,,727920,1,,,727920,1,,,727920,1,,,727920,1,1.323289,.3392857,727920,1,,,809767,1,,,809767,1,,,809767,1,,,809767,1,,,809767,1,1.090212,.4464286,809767,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921901,1,,,921901,1,,,921901,1,,,921901,1,,,0
513,220187,1,.5418957,.418956,232315,1,.5755482,.4285714,240169,1,.6668018,.3811813,250883,1,.444286,.510989,240431,1,.8763432,.6116071,241291,1,1.049713,.3964629,259388,1,1.193076,.3971497,246135,1,1.028115,.4737294,228227,1,1.074063,.5281593,232155,1,1.227197,.3907967,228227,1,,,243909,1,1.137575,.3571429,243909,1,,,252588,1,1.169929,.3296703,252588,1,,,276457,1,1.31321,.3571429,276457,1,,,277525,1,1.346766,.4017857,277525,1,,,314639,1,1.242618,.5803571,314639,1,,,314639,1,1.40542,.3571429,314639,1,,,333554,1,1.293878,.3571429,333554,1,,,312273,1,1.372628,.2953297,312273,1,,,328379,1,1.187359,.3863324,328379,1,,,363040,1,1.030812,.4910714,363040,1,,,356157,1,1.584638,.4120879,1
547,888522,1,1.194659,.2245879,904673,1,.6214171,.4174107,894092,1,.22522,.339114,898099,0,,,925793,1,.3756323,.4910714,909109,1,,.2472527,951206,1,.5253354,.2815934,955250,1,.5685027,.4563873,943123,1,.5937041,.4618819,933977,1,.6833988,.521978,931162,1,.7152146,.4732143,953073,1,.632457,.5133929,956592,1,.6451898,.4721841,969768,1,.6095148,.5357143,995097,1,,,996015,1,.7753777,.4553571,996015,1,,,1064960,1,.7516025,.4642857,1064960,1,,,1076310,1,.6307012,.4910714,1076310,1,,,1106913,1,1.053585,.4464286,1106913,1,,,1204362,1,1.274374,.4464286,1204362,1,,,1245797,1,1.166604,.4464286,1245797,1,,,1240720,1,1.146575,.4464286,1240720,1,,,1213040,1,1.258352,.4095123,1213040,1,,,1396736,1,.936125,.4550138,0
549,845427,1,.0641378,.2876031,790746,1,,.3964629,884467,1,.4163889,.6459478,902528,1,,.4129464,867208,1,.6760401,.3871909,877805,1,.7574336,.3296703,899796,1,.5256351,.4292583,878070,1,,.5013736,862089,1,,.4052198,862089,1,.6737834,.3786058,878070,1,,,920243,1,.4694753,.5357143,920243,1,,,984533,1,.4285453,.5357143,984533,1,,,1032238,1,.4625142,.5357143,1032238,1,,,,,,,,,,,,,,,1052032,1,,,1057612,0,,,1057612,1,,,1053244,1,1.497595,.4035027,1053244,1,,,1074808,0,,,1074808,0,,,1288088,1,.4987484,.3021978,1288088,1,,,1207573,0,,,1207573,0,,,1281658,0,,,0
594,174376,1,.5862481,.573489,173646,1,.2859187,.7259616,172623,1,.4170763,.5528846,177111,1,.4747049,.4258242,183668,1,.2709459,.5829327,184038,1,.8906662,.267342,179762,1,,.4077953,175342,1,,.4241071,177663,1,,,179550,1,.5489249,.6696429,179550,1,,,190729,1,.9661748,.5892857,190729,1,,,202156,1,1.047202,.5915179,202156,1,,,218152,1,1.201363,.4850618,218152,1,,,228337,1,.9880683,.5271291,228337,1,,,215522,1,1.005351,.6006182,215522,1,,,204990,1,.7962326,.5357143,204990,1,,,207449,1,.6156244,.6696429,207449,1,,,224638,1,.5504581,.3571429,224638,1,,,221486,1,.7264003,.3571429,221486,1,,,239233,1,.6675897,.4378434,239233,1,,,224938,1,.6902344,.470467,1
731,668473,1,.6164156,.2321429,680624,1,.5103598,.2541209,672664,1,.3241527,.4241071,675678,1,.5176758,.571772,696513,0,,,683961,1,1.274555,.4635989,715633,1,1.788982,.4464286,718675,1,1.007387,.3863324,709551,1,,.3863324,702670,1,1.213543,.4507212,700553,1,1.048076,.4520948,717037,1,2.225811,.439217,719685,1,.6026575,.435783,729598,1,3.432388,.3021978,748653,1,,,749344,1,1.181896,.4910714,749344,1,,,801214,1,3.043769,.4464286,801214,1,,,809754,1,3.57127,.5357143,809754,1,,,832778,1,4.000742,.4910714,832778,1,,,937266,1,,,937266,1,,,937266,1,.6762922,.4464286,937266,1,,,933446,1,.023887,.5357143,933446,1,,,912622,1,,.4975962,912622,1,,,1050824,1,.5337776,.4910714,0
732,621994,1,.5328448,.3296703,618414,1,.7129752,.442136,635114,1,.6171101,.5288461,645819,1,.6888807,.4893544,656889,1,.662241,.5279877,680633,1,.6908923,.5257555,667716,1,.6200815,.5628434,676536,1,.6882094,.5528846,702107,1,1.334099,.3382555,696103,1,.4447428,.7300825,695292,1,,.1912775,712304,1,2.051275,.5056662,711667,1,,,735002,1,2.147849,.625,735002,1,,,791540,1,3.043769,.4464286,791540,1,,,791686,1,.8259182,.6428571,791686,1,,,851446,1,,.5803571,851446,1,,,841757,1,,.5803571,841757,1,,,865088,1,.6575063,.4017857,865088,1,,,827958,1,.3981163,.625,827958,1,,,865922,1,.3740773,.6428571,865922,1,,,866674,1,.5337776,.4910714,866674,1,,,873935,1,.333498,.6071429,0
741,556365,1,.359781,.2884615,555224,1,.0385764,.3554258,553191,1,.2367558,.4017857,549593,0,,,563645,1,.3664819,.2953297,568617,1,,.2565247,564828,0,,,560882,0,,,579782,0,,,579782,0,,,599371,0,,,599371,0,,,614947,0,,,614947,1,,,629578,1,.3564969,.3502747,629578,0,,,638179,0,,,638179,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
772,854557,1,1.302364,.3696772,849638,1,.1077413,.3296703,872583,1,1.291236,.2747253,887290,0,,,902500,1,.5711033,.4945055,935121,1,.5525892,.5164835,917374,1,.6262242,.5175138,929492,1,.783096,.5618132,964624,1,.6696719,.5896291,956375,1,.6417578,.6071429,955261,1,.5919695,.6033654,978633,1,.6271605,.6019918,977758,1,,,1009818,1,.6144682,.5982143,1009818,1,,,1087496,1,.9262881,.6444025,1087496,1,,,1087696,1,.9318551,.4653159,1087696,1,,,1169800,1,.4336635,.7678571,1169800,1,,,1156489,1,1.05582,.4553571,1156489,1,,,1188543,1,1.008984,.5535714,1188543,1,,,1137531,1,.5971745,.7142857,1137531,1,,,1189689,1,1.119317,.4910714,1189689,1,,,1190723,1,1.100916,.5357143,1190723,1,,,1200699,1,1.003059,.5803571,0
774,703732,1,.3877652,.3580014,725937,1,.3447512,.6057692,739246,1,.2950438,.185783,754906,1,.3142337,.1711882,764931,1,.1703585,.4569025,763125,1,.1672027,.4472871,777609,1,.2708647,.2633929,785904,1,.3216599,.2630495,741410,1,.3453966,.2506868,750167,1,.3961999,.2197802,748639,1,.2209491,.2678571,766630,1,,,781553,1,.2640798,.2747253,781553,0,,,817016,1,.4376633,.4196429,817016,1,,,840310,1,.6497223,.4017857,840310,1,,,899809,1,.6157569,.4285714,899809,1,,,916719,1,.7628297,.3571429,916719,1,,,953650,1,.7396946,.3571429,953650,1,,,919783,1,.6170803,.3571429,919783,1,,,913557,1,.6733392,.3571429,913557,1,,,1027185,1,,,1027185,1,,,1027185,1,.5244256,.4464286,1027185,1,,,0
784,134645,1,,,129608,1,.5049489,.4196429,129608,1,.3286289,.3980083,136851,1,.439862,.4103709,135804,1,.7255813,.2386676,135029,1,.494764,.2611607,132263,1,.4913918,.3322459,133131,1,,,135029,1,.9389505,.3296703,135029,1,,,142765,1,,,142765,1,,,146369,1,,,146369,1,,,149187,1,.6526635,.3571429,149187,1,,,158270,0,,,158270,0,,,158270,0,,,158270,1,,,146873,1,.5082539,.573489,146873,1,,,162837,1,.1258352,.5460165,162837,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
795,619032,1,,,619032,1,,,633975,0,,,613981,0,,,623263,1,,.3021978,626872,1,.7395789,.3804945,609436,1,.7848012,.3212569,596327,1,1.028161,.3473558,641072,1,,,671826,1,.5868441,.1813187,671826,1,,,647181,0,,,647181,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
891,596515,1,.7741888,.2867445,615337,1,.7666714,.5274726,626618,1,1.086269,.543956,639892,1,.7808611,.5683379,648390,1,.7244052,.625,646859,1,.9351069,.5065247,659136,1,1.281607,.3219437,666168,1,.9037939,.3932005,628452,1,.9697673,.3571429,635875,1,.9706726,.3571429,634580,1,1.226977,.3983516,649830,1,,,662480,1,1.155631,.4017857,662480,1,,,692539,1,1.337061,.3571429,692539,1,,,712285,1,1.337987,.3571429,712285,1,,,762718,1,.8775308,.3794643,762718,1,,,777052,1,.807702,.3571429,777052,1,,,808357,1,.7608287,.3571429,808357,1,,,779649,1,.7962326,.3571429,779649,1,,,774372,1,1.058105,.3571429,774372,1,,,874834,1,1.137613,.3571429,874834,1,,,870688,1,1.417367,.3571429,870688,1,,,0
