id,weight23,E23,inch_norm23,hours_norm23,weight24,E24,inch_norm24,hours_norm24,weight25,E25,inch_norm25,hours_norm25,weight26,E26,inch_norm26,hours_norm26,weight27,E27,inch_norm27,hours_norm27,weight28,E28,inch_norm28,hours_norm28,weight29,E29,inch_norm29,hours_norm29,weight30,E30,inch_norm30,hours_norm30,weight31,E31,inch_norm31,hours_norm31,weight32,E32,inch_norm32,hours_norm32,weight33,E33,inch_norm33,hours_norm33,weight34,E34,inch_norm34,hours_norm34,weight35,E35,inch_norm35,hours_norm35,weight36,E36,inch_norm36,hours_norm36,weight37,E37,inch_norm37,hours_norm37,weight38,E38,inch_norm38,hours_norm38,weight39,E39,inch_norm39,hours_norm39,weight40,E40,inch_norm40,hours_norm40,weight41,E41,inch_norm41,hours_norm41,weight42,E42,inch_norm42,hours_norm42,weight43,E43,inch_norm43,hours_norm43,weight44,E44,inch_norm44,hours_norm44,weight45,E45,inch_norm45,hours_norm45,weight46,E46,inch_norm46,hours_norm46,weight47,E47,inch_norm47,hours_norm47,weight48,E48,inch_norm48,hours_norm48,weight49,E49,inch_norm49,hours_norm49,weight50,E50,inch_norm50,hours_norm50,weight51,E51,inch_norm51,hours_norm51,weight52,E52,inch_norm52,hours_norm52,weight53,E53,inch_norm53,hours_norm53,weight54,E54,inch_norm54,hours_norm54,black
269,158742,1,.6629373,.3571429,157828,1,.6524572,.4309753,162091,1,.7960647,.3743132,164822,1,1.030685,.3988667,167648,1,1.771269,.4508929,173708,1,1.65998,.4464286,170411,1,1.754425,.4464286,172662,1,1.97853,.4464286,179188,1,2.099474,.4378434,777325,1,2.189856,.4464286,777325,1,2.304545,.4601648,808009,1,2.224228,.4663462,808009,1,,,780618,1,2.950253,.4550138,780618,1,,,889980,1,3.043769,.4464286,889980,1,,,783396,1,4.761693,.4017857,783396,1,,,1027997,1,4.400817,.4464286,1027997,1,,,784215,1,5.149525,.4138049,784215,1,,,851061,1,4.730935,.4464286,851061,1,,,815977,1,5.446638,.4017857,815977,1,,,854422,1,5.340952,.4017857,854422,1,,,676306,1,5.04704,.4464286,676306,1,,,783415,1,5.248707,.4464286,0
270,451814,1,.5883381,.5357143,467256,1,.7761713,.3811813,462458,1,,,469344,1,,,469344,1,,,469344,1,,,469344,1,.9697673,.3571429,469344,1,.911844,.3571429,480367,1,.9359861,.3571429,467027,1,,,500541,1,1.015692,.3571429,500541,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
317,681866,1,.462602,.4292583,677941,1,.485333,.4464286,696250,1,.5085483,.4464286,707984,1,.5064824,.4464286,720120,1,.5362096,.4464286,746149,1,.6327649,.4464286,731989,1,.5437557,.4464286,741658,1,.5737185,.4464286,769690,1,.5635414,.4464286,763109,1,.5794359,.4464286,762220,1,.6071116,.4464286,780869,1,.5851342,.4464286,780170,1,,,805752,1,.4972827,.4464286,805752,1,,,867733,1,.6171052,.4464286,867733,1,,,867892,1,.6689937,.3571429,867892,1,,,933404,1,.5314546,.4464286,933404,1,,,922783,1,1.086074,.4721841,922783,1,,,948359,1,.5325801,.4464286,948359,1,,,907656,1,.5573628,.4464286,907656,1,,,949274,1,.6941166,.4464286,949274,1,,,950099,1,.731258,.4464286,950099,1,,,958059,1,.7370306,.4464286,0
325,666637,1,.7074686,.2860577,665269,1,.5136356,.364011,662833,0,,,658522,0,,,675360,0,,,681317,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
393,459012,1,.7511467,.4378434,459907,1,1.083187,.3228022,478020,1,.8499094,.4426511,470416,1,.9446358,.4354396,468669,1,.9947345,.4064217,477664,1,.8479548,.4656594,471339,1,.8995345,.4812844,468135,1,.8980814,.4678915,472845,1,.9973878,.4910714,488509,1,,,498979,1,.9167268,.4642857,498979,1,,,525906,1,.8570906,.5357143,525906,1,,,554291,1,1.299445,.4017857,554291,1,,,581066,1,1.212089,.4464286,581066,1,,,616353,1,1.093253,.4910714,616353,1,,,606953,1,1.149697,.4464286,606953,1,,,589099,1,1.203196,.4017857,589099,1,,,602768,1,1.077343,.4464286,602768,1,,,634694,1,1.431191,.3571429,634694,1,,,684345,1,1.381932,.3571429,684345,1,,,695582,1,1.358261,.3571429,695582,1,,,0
457,505818,1,.2840636,.1823489,521778,1,.6356854,.4464286,531344,1,.5525262,.4464286,542600,1,.5874205,.4464286,549806,1,.8136587,.4464286,548508,1,.8839839,.4653159,558918,1,.8813773,.4721841,564881,1,.9689125,.3725962,532900,1,.0809523,.4010989,539194,1,.5326132,.6114354,538096,1,.8457018,.4464286,551028,1,,,561753,1,.8450555,.4464286,561753,1,,,587243,1,.9050876,.4464286,587243,1,,,603986,1,.9514577,.4464286,603986,1,,,646752,1,.8950813,.4464286,646752,1,,,658906,1,.9333445,.4464286,658906,1,,,685451,1,.8960872,.4464286,685451,1,,,661108,1,.8599312,.4464286,661108,1,,,656633,1,.9542179,.4464286,656633,1,,,741821,1,.880733,.4464286,741821,1,,,738306,1,.5315124,.8928571,738306,1,,,0
463,562023,1,.8981732,.3571429,558788,1,1.125896,.2747253,573878,1,.7342072,.3478709,583550,1,.7344418,.3358516,593554,1,,,603336,1,.8354531,.3571429,603336,1,.1190063,.8379121,611306,1,.2306971,.5669643,634411,1,.3270587,.6553915,628987,1,.3356774,.5674794,628254,1,.4111823,.3921703,643625,1,.3481411,.2930975,643049,1,,,664135,1,.1516766,.4910714,664135,1,,,715354,1,,,715354,1,,,715354,1,.6607345,.2678571,715354,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
464,562023,1,.3553213,.5803571,558788,1,.3978139,.5803571,573878,1,.4420394,.6050825,583550,1,.4741033,.5824175,593554,1,.5704843,.5657623,615008,1,.7936346,.4086538,603336,1,.7209471,.4495192,611306,1,.7945961,.4414492,634411,1,.8277717,.4361264,628987,1,.7647614,.467033,628254,1,.7248017,.4927885,643625,1,.9131015,.5364011,643049,1,,,664135,1,1.066737,.5803571,664135,1,,,715222,1,1.06732,.4732143,715222,1,,,715354,1,1.045162,.4910714,715354,1,,,769351,1,1.165471,.4642857,769351,1,,,760597,1,.9157342,.4550138,760597,1,,,781678,1,1.198882,.4910714,781678,1,,,748128,1,.9156675,.5357143,748128,1,,,782432,1,.9815145,.4550138,782432,1,,,783112,1,.9541274,.4464286,783112,1,,,789673,1,.7631974,.5803571,0
479,596890,1,,,606585,1,,,598951,1,.791453,.2834821,602956,1,.6611241,.3561127,613685,1,.5006915,.4957074,615070,1,.6292048,.3784341,614805,1,.6782803,.4615385,613354,1,.8190355,.5357143,613551,1,,,641437,1,1.333421,.4642857,641437,1,,,652717,1,1.778463,.4285714,652717,1,,,666721,1,1.610541,.5,666721,1,,,702228,1,1.59836,.5,702228,1,,,721464,1,1.28634,.5357143,721464,1,,,743539,1,1.817535,.3571429,743539,1,,,711535,1,1.7119,.3571429,711535,1,,,743069,1,1.291712,.5,743069,1,,,739376,1,1.215595,.5714286,739376,1,,,761880,1,1.312716,.5302198,761880,1,,,738658,1,1.576754,.5521978,738658,1,,,781527,1,1.537869,.5357143,0
482,624492,0,,,615116,0,,,640391,1,.9641228,.103022,687032,1,.5423936,.1768544,687691,1,.264455,.3051167,704242,1,.4843206,.4017857,713831,1,.8922147,.4610234,661174,1,.8626431,.4962225,719201,1,.9254138,.4876373,662842,1,.9489121,.4790522,662842,1,1.054858,.4481456,677734,1,.8958948,.5125343,674830,1,,,727086,1,1.235081,.4464286,727086,1,,,692294,1,1.485624,.4017857,692294,1,,,809086,1,1.581545,.4196429,809086,1,,,875269,1,1.906192,.4017857,875269,1,,,896162,1,2.393191,.4017857,896162,1,,,864609,1,2.062691,.4464286,864609,1,,,865827,1,2.070205,.4464286,865827,1,,,940318,1,2.031561,.4464286,940318,1,,,935107,1,5.04704,.4464286,935107,1,,,1074105,1,2.55126,.4464286,0
493,606264,1,.6513277,.3983516,605020,1,.819263,.3499313,602805,1,.6664583,.3925138,598884,1,.9568599,.3537088,614197,1,.603686,.4302885,619615,1,.7044848,.387706,615486,1,.7428462,.3571429,611186,1,,,631781,1,.6372967,.4553571,631781,1,,,653127,1,.7123687,.418956,653127,1,,,670100,1,.0168487,.3571429,670100,1,,,686043,1,.8391388,.3571429,686043,1,,,695416,1,.7179573,.4464286,695416,1,,,724111,1,,.4017857,724111,1,,,715738,1,.7962326,.4017857,715738,1,,,768385,1,1.923827,.1785714,768385,1,,,786039,1,.427022,.4910714,786039,1,,,787175,1,,.4910714,787175,1,,,806584,1,.6965441,.4910714,806584,1,,,,,,,,,,,0
571,695828,1,.8168002,.3811813,697169,1,.3669206,.4416209,691478,1,.2198447,.6057692,696388,1,.6094488,.3887362,692322,1,.5916631,.4756181,697299,1,.544322,.5789835,721034,1,.4830117,.5915179,703689,1,,,747652,1,.5608776,.4656594,747652,1,,,790123,1,,,790123,1,,,790123,1,1.01175,.4285714,790123,1,,,815440,1,.9518009,.4285714,815440,1,,,824220,1,1.009627,.3571429,824220,1,,,867308,1,.9510359,.3571429,867308,1,,,879446,1,1.293878,.3571429,879446,1,,,926064,1,2.500974,.206044,926064,0,,,1009192,1,.9174302,.4285714,1009192,1,,,959417,1,.7382117,.4285714,959417,1,,,930657,1,.9577481,.4285714,930657,1,,,,,,,,,,,0
583,929595,1,.598876,.3554258,928135,1,.7741262,.362294,948495,1,.674913,.3571429,948495,1,1.060174,.3434066,989251,1,.949555,.3571429,1038512,1,.8044276,.4326923,1066630,1,1.022148,.3743132,1123410,1,.8634745,.4206731,1150273,1,,.4323489,1088803,1,.7779078,.3439217,1089472,1,.625756,.3966346,1066470,1,.7314627,.2515453,1066470,1,.7059438,.3571429,1014837,1,.9285576,.3571429,1039399,1,,,1038174,1,.7583832,.4464286,1038174,1,,,1120065,1,.9642268,.3571429,1120065,1,,,1150210,1,1.139767,.3571429,1150210,1,,,1252922,1,1.396234,.3571429,1252922,1,,,1255535,1,1.604186,.3571429,1255535,1,,,1220162,1,.5909349,.4598214,1220162,1,,,1301444,1,.6767977,.3571429,1301444,1,,,1261994,1,.7339042,.4821429,1261994,1,,,1375690,1,.6966031,.5089286,0
606,639104,1,.6142603,.4223901,637793,1,.837621,.4464286,,,,,,,,,647466,1,.8485464,.4464286,653178,1,.9073571,.4052198,648825,1,.871739,.4096841,644293,1,,,666003,1,.975064,.4464286,666003,1,,,688505,1,1.157072,.3571429,688505,1,,,706397,1,1.11499,.3571429,706397,1,,,723205,1,1.048923,.3571429,723205,1,,,733085,1,.7852658,.3571429,733085,1,,,763334,1,.7396946,.3571429,763334,1,,,754508,1,.8280819,.4464286,754508,1,,,810006,1,1.046562,.4464286,810006,1,,,828617,1,1.141691,.4017857,828617,1,,,829814,1,1.098459,.3571429,829814,1,,,850275,1,1.207343,.3966346,850275,1,,,,,,,,,,,0
651,519209,0,,,520210,1,.539982,.3693338,515963,1,,.3571429,519626,1,,.3751717,516593,1,,.3919986,520307,1,,.364011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
663,435415,1,.5955921,.1380495,436264,1,.2590038,.2596154,453446,1,.666653,.2335165,446233,1,.4799592,.4155219,444576,1,.7479116,.4292583,453108,1,.7925431,.4412775,447108,1,.6579841,.4112294,444070,1,.6769049,.4035027,448538,1,.7737421,.4747596,463396,1,,,473328,1,,.2417582,473328,1,,,498870,1,1.028509,.3571429,498870,1,,,525796,1,1.145273,.4017857,525796,1,,,551194,1,1.701587,.3571429,551194,1,,,584668,1,1.370646,.4910714,584668,1,,,575751,1,1.437121,.4464286,575751,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
669,588096,1,.3652867,.5049794,550060,1,.4280098,.4258242,615254,1,,,603248,1,.496913,.4464286,603248,1,.5089398,.4457417,610620,1,.5593787,.4251373,625917,1,.5528013,.3571429,610804,1,.6432131,.3365385,599687,1,.5294578,.3571429,599687,1,.5788411,.3966346,610804,1,,,640141,1,.6220177,.4354396,640141,1,,,684862,1,.5516547,.4910714,684862,1,,,718047,1,.7433264,.3571429,718047,1,,,696797,1,.6876277,.3571429,696797,1,,,731816,1,.6282127,.3571429,731816,1,,,735697,1,.6128898,.3571429,735697,1,,,747659,1,,,747659,1,,,747659,1,.654101,.3571429,747659,1,,,896021,1,.6422012,.3571429,896021,1,,,,,,,,,,,,,,,0
671,148076,0,,,150714,1,1.083187,.3228022,153026,1,.8249497,.456044,148800,1,.9206229,.4603365,149716,1,1.008651,.4126031,156711,1,1.236156,.4198146,153921,1,.8164517,.4507212,155770,1,1.079044,.4867788,154471,1,2.739684,.3786058,154717,1,,,162978,1,1.588993,.4017857,162978,1,,,181945,1,1.604473,.4464286,181945,1,,,182481,1,1.778542,.4378434,182481,1,,,186232,0,,,186232,1,,,194265,1,.0824926,.6799451,194265,1,,,185402,1,.0842126,.8962912,185402,1,,,178825,1,.3981163,.5357143,178825,1,,,188269,1,.2949868,.5357143,188269,1,,,201648,1,.5551287,.4721841,201648,1,,,208714,1,.6074428,.3125,208714,1,,,207226,1,.6965441,.3125,207226,1,,,1
686,516519,1,.4696924,.220467,524909,1,.5964791,.1631181,518303,1,.5041238,.3090659,521769,1,1.134285,.1991758,531053,1,1.153241,.3717377,532251,1,1.435169,.3846154,532022,1,2.111372,.2189217,530766,1,.7815148,.3133585,530937,1,,,555068,1,.4356372,.7194368,555068,1,,,564829,1,.8456627,.4017857,564829,1,,,576947,1,1.162664,.3957761,576947,1,,,607673,1,1.57244,.2541209,607673,1,,,624320,1,1.061231,.3571429,624320,1,,,643422,1,1.423672,.3021978,643422,1,,,615727,1,1.240353,.4017857,615727,1,,,643015,1,1.077343,.4464286,643015,1,,,639820,1,.7968537,.625,639820,1,,,659293,1,.9685338,.5357143,659293,1,,,639198,1,1.175086,.4498627,639198,1,,,,,,,0
777,641989,0,,,643240,0,,,668574,1,1.171121,.387706,657938,1,1.082682,.4605083,655494,1,1.074394,.4271978,668075,1,.8197137,.4431662,659228,1,2.272904,.4301167,654748,1,2.279033,.4653159,661336,0,,,683243,1,,,697887,1,1.435511,.3571429,697887,1,,,735548,1,1.257066,.4017857,735548,1,,,775248,1,1.415293,.4464286,775248,1,,,812696,1,2.067413,.4550138,812696,1,,,862050,1,.9535371,.7142857,862050,1,,,848903,1,1.437121,.4464286,848903,1,,,823932,1,1.401369,.4464286,823932,1,,,843050,1,1.354374,.4464286,843050,1,,,887702,1,1.048196,.4876373,887702,1,,,957145,1,1.417366,.5178571,957145,1,,,972861,1,1.515339,.5048077,972861,1,,,0
791,547796,0,,,556694,1,.7837554,.331044,549689,1,.800002,.4409341,553364,1,.7009218,.5089286,563210,1,.9101773,.3681319,564481,1,1.641533,.1978022,564238,1,.5445642,.3858173,562906,0,,,563088,1,,,,,,,644471,1,,,644471,1,,,644471,1,,,644471,1,,,644471,0,,,644471,0,,,644471,0,,,,,,,,,,,,,,,,,,,681953,0,,,681953,0,,,681953,0,,,681953,0,,,678564,0,,,678564,0,,,699216,0,,,699216,0,,,,,,,,,,,,,,,0
